path_x path_y path_z
-14.273800 14.269400 0.000000
-14.267800 14.268500 0.000000
-14.262800 14.268300 0.000000
-14.257800 14.268100 0.000000
-14.252800 14.268000 0.000000
-14.247800 14.267800 0.000000
-14.242800 14.267700 0.000000
-14.237800 14.267500 0.000000
-14.232800 14.267400 0.000000
-14.227800 14.267300 0.000000
-14.222800 14.267200 0.000000
-14.217800 14.267100 0.000000
-14.212800 14.267000 0.000000
-14.207800 14.266900 0.000000
-14.202800 14.266800 0.000000
-14.197800 14.266800 0.000000
-14.192800 14.266700 0.000000
-14.187800 14.266600 0.000000
-14.182800 14.266500 0.000000
-14.177800 14.266500 0.000000
-14.172800 14.266400 0.000000
-14.167800 14.266400 0.000000
-14.162800 14.266300 0.000000
-14.157800 14.266200 0.000000
-14.152800 14.266200 0.000000
-14.147800 14.266100 0.000000
-14.142800 14.266100 0.000000
-14.137800 14.266000 0.000000
-14.132800 14.266000 0.000000
-14.127800 14.266000 0.000000
-14.122800 14.265900 0.000000
-14.117800 14.265900 0.000000
-14.112800 14.265800 0.000000
-14.107800 14.265800 0.000000
-14.102800 14.265800 0.000000
-14.097800 14.265700 0.000000
-14.092800 14.265700 0.000000
-14.087800 14.265700 0.000000
-14.082800 14.265600 0.000000
-14.077800 14.265600 0.000000
-14.072800 14.265600 0.000000
-14.067800 14.265600 0.000000
-14.062800 14.265500 0.000000
-14.057800 14.265500 0.000000
-14.052800 14.265500 0.000000
-14.047800 14.265500 0.000000
-14.042800 14.265500 0.000000
-14.037800 14.265400 0.000000
-14.032800 14.265400 0.000000
-14.027800 14.265400 0.000000
-14.022800 14.265400 0.000000
-14.017800 14.265400 0.000000
-14.012800 14.265400 0.000000
-14.007800 14.265300 0.000000
-14.002800 14.265300 0.000000
-13.997800 14.265300 0.000000
-13.992800 14.265300 0.000000
-13.987800 14.265300 0.000000
-13.982800 14.265300 0.000000
-13.977800 14.265300 0.000000
-13.972800 14.265300 0.000000
-13.967800 14.265200 0.000000
-13.962800 14.265200 0.000000
-13.957800 14.265200 0.000000
-13.952800 14.265200 0.000000
-13.947800 14.265200 0.000000
-13.942800 14.265200 0.000000
-13.937800 14.265200 0.000000
-13.932800 14.265200 0.000000
-13.927800 14.265200 0.000000
-13.922800 14.265200 0.000000
-13.917800 14.265200 0.000000
-13.912800 14.265200 0.000000
-13.907800 14.265200 0.000000
-13.902800 14.265100 0.000000
-13.897800 14.265100 0.000000
-13.892800 14.265100 0.000000
-13.887800 14.265100 0.000000
-13.882800 14.265100 0.000000
-13.877800 14.265100 0.000000
-13.872800 14.265100 0.000000
-13.867800 14.265100 0.000000
-13.862800 14.265100 0.000000
-13.857800 14.265100 0.000000
-13.852800 14.265100 0.000000
-13.847800 14.265100 0.000000
-13.842800 14.265100 0.000000
-13.837800 14.265100 0.000000
-13.832800 14.265100 0.000000
-13.827800 14.265100 0.000000
-13.822800 14.265100 0.000000
-13.817800 14.265100 0.000000
-13.812800 14.265100 0.000000
-13.807800 14.265100 0.000000
-13.802800 14.265100 0.000000
-13.797800 14.265100 0.000000
-13.792800 14.265100 0.000000
-13.787800 14.265100 0.000000
-13.782800 14.265100 0.000000
-13.777800 14.265100 0.000000
-13.772800 14.265100 0.000000
-13.767800 14.265100 0.000000
-13.762800 14.265100 0.000000
-13.757800 14.265100 0.000000
-13.752800 14.265100 0.000000
-13.747800 14.265100 0.000000
-13.742800 14.265100 0.000000
-13.737800 14.265100 0.000000
-13.732800 14.265100 0.000000
-13.727800 14.265100 0.000000
-13.722800 14.265100 0.000000
-13.717800 14.265100 0.000000
-13.712800 14.265100 0.000000
-13.707800 14.265100 0.000000
-13.702800 14.265100 0.000000
-13.697800 14.265100 0.000000
-13.692800 14.265100 0.000000
-13.687800 14.265100 0.000000
-13.682800 14.265100 0.000000
-13.677800 14.265100 0.000000
-13.672800 14.265100 0.000000
-13.667800 14.265100 0.000000
-13.662800 14.265100 0.000000
-13.657800 14.265100 0.000000
-13.652800 14.265100 0.000000
-13.647800 14.265100 0.000000
-13.642800 14.265100 0.000000
-13.637800 14.265100 0.000000
-13.632800 14.265100 0.000000
-13.627800 14.265100 0.000000
-13.622800 14.265100 0.000000
-13.617800 14.265100 0.000000
-13.612800 14.265000 0.000000
-13.607800 14.265000 0.000000
-13.602800 14.265000 0.000000
-13.597800 14.265000 0.000000
-13.592800 14.265000 0.000000
-13.587800 14.265000 0.000000
-13.582800 14.265000 0.000000
-13.577800 14.265000 0.000000
-13.572800 14.265000 0.000000
-13.567800 14.265000 0.000000
-13.562800 14.265000 0.000000
-13.557800 14.265000 0.000000
-13.552800 14.265000 0.000000
-13.547800 14.265000 0.000000
-13.542800 14.265000 0.000000
-13.537800 14.265000 0.000000
-13.532800 14.265000 0.000000
-13.527800 14.265000 0.000000
-13.522800 14.265000 0.000000
-13.517800 14.265000 0.000000
-13.512800 14.265000 0.000000
-13.507800 14.265000 0.000000
-13.502800 14.265000 0.000000
-13.497800 14.265000 0.000000
-13.492800 14.265000 0.000000
-13.487800 14.265000 0.000000
-13.482800 14.265000 0.000000
-13.477800 14.265000 0.000000
-13.472800 14.265000 0.000000
-13.467800 14.265000 0.000000
-13.462800 14.265000 0.000000
-13.457800 14.265000 0.000000
-13.452800 14.265000 0.000000
-13.447800 14.265000 0.000000
-13.442800 14.265000 0.000000
-13.437800 14.265000 0.000000
-13.432800 14.265000 0.000000
-13.427800 14.265000 0.000000
-13.422800 14.265000 0.000000
-13.417800 14.265000 0.000000
-13.412800 14.265000 0.000000
-13.407800 14.265000 0.000000
-13.402800 14.265000 0.000000
-13.397800 14.265000 0.000000
-13.392800 14.265000 0.000000
-13.387800 14.265000 0.000000
-13.382800 14.265000 0.000000
-13.377800 14.265000 0.000000
-13.372800 14.265000 0.000000
-13.367800 14.265000 0.000000
-13.362800 14.265000 0.000000
-13.357800 14.265000 0.000000
-13.352800 14.265000 0.000000
-13.347800 14.265000 0.000000
-13.342800 14.265000 0.000000
-13.337800 14.265000 0.000000
-13.332800 14.265000 0.000000
-13.327800 14.265000 0.000000
-13.322800 14.265000 0.000000
-13.317800 14.265000 0.000000
-13.312800 14.265000 0.000000
-13.307800 14.265000 0.000000
-13.302800 14.265000 0.000000
-13.297800 14.265000 0.000000
-13.292800 14.265000 0.000000
-13.287800 14.265000 0.000000
-13.282800 14.265000 0.000000
-13.277800 14.265000 0.000000
-13.272800 14.265000 0.000000
-13.267800 14.265000 0.000000
-13.262800 14.265000 0.000000
-13.257800 14.265000 0.000000
-13.252800 14.265000 0.000000
-13.247800 14.265000 0.000000
-13.242800 14.265000 0.000000
-13.237800 14.265000 0.000000
-13.232800 14.265000 0.000000
-13.227800 14.265000 0.000000
-13.222800 14.265000 0.000000
-13.217800 14.265000 0.000000
-13.212800 14.265000 0.000000
-13.207800 14.265000 0.000000
-13.202800 14.265000 0.000000
-13.197800 14.265000 0.000000
-13.192800 14.265000 0.000000
-13.187800 14.265000 0.000000
-13.182800 14.265000 0.000000
-13.177800 14.265000 0.000000
-13.172800 14.265000 0.000000
-13.167800 14.265000 0.000000
-13.162800 14.265000 0.000000
-13.157800 14.265000 0.000000
-13.152800 14.265000 0.000000
-13.147800 14.265000 0.000000
-13.142800 14.265000 0.000000
-13.137800 14.265000 0.000000
-13.132800 14.265000 0.000000
-13.127800 14.265000 0.000000
-13.122800 14.265000 0.000000
-13.117800 14.265000 0.000000
-13.112800 14.265000 0.000000
-13.107800 14.265000 0.000000
-13.102800 14.265000 0.000000
-13.097800 14.265000 0.000000
-13.092800 14.265000 0.000000
-13.087800 14.265000 0.000000
-13.082800 14.265000 0.000000
-13.077800 14.265000 0.000000
-13.072800 14.265000 0.000000
-13.067800 14.265000 0.000000
-13.062800 14.265000 0.000000
-13.057800 14.265000 0.000000
-13.052800 14.265000 0.000000
-13.047800 14.265000 0.000000
-13.042800 14.265000 0.000000
-13.037800 14.265000 0.000000
-13.032800 14.265000 0.000000
-13.027800 14.265000 0.000000
-13.022800 14.265000 0.000000
-13.017800 14.265000 0.000000
-13.012800 14.265000 0.000000
-13.007800 14.265000 0.000000
-13.002800 14.265000 0.000000
-12.997800 14.265000 0.000000
-12.992800 14.265000 0.000000
-12.987800 14.265000 0.000000
-12.982800 14.265000 0.000000
-12.977800 14.265000 0.000000
-12.972800 14.265000 0.000000
-12.967800 14.265000 0.000000
-12.962800 14.265000 0.000000
-12.957800 14.265000 0.000000
-12.952800 14.265000 0.000000
-12.947800 14.265000 0.000000
-12.942800 14.265000 0.000000
-12.937800 14.265000 0.000000
-12.932800 14.265000 0.000000
-12.927800 14.265000 0.000000
-12.922800 14.265000 0.000000
-12.917800 14.265000 0.000000
-12.912800 14.265000 0.000000
-12.907800 14.265000 0.000000
-12.902800 14.265000 0.000000
-12.897800 14.265000 0.000000
-12.892800 14.265000 0.000000
-12.887800 14.265000 0.000000
-12.882800 14.265000 0.000000
-12.877800 14.265000 0.000000
-12.872800 14.265000 0.000000
-12.867800 14.265000 0.000000
-12.862800 14.265000 0.000000
-12.857800 14.265000 0.000000
-12.852800 14.265000 0.000000
-12.847800 14.265000 0.000000
-12.842800 14.265000 0.000000
-12.837800 14.265000 0.000000
-12.832800 14.265000 0.000000
-12.827800 14.265000 0.000000
-12.822800 14.265000 0.000000
-12.817800 14.265000 0.000000
-12.812800 14.265000 0.000000
-12.807800 14.265000 0.000000
-12.802800 14.265000 0.000000
-12.797800 14.265000 0.000000
-12.792800 14.265000 0.000000
-12.787800 14.265000 0.000000
-12.782800 14.265000 0.000000
-12.777800 14.265000 0.000000
-12.772800 14.265000 0.000000
-12.767800 14.265000 0.000000
-12.762800 14.265000 0.000000
-12.757800 14.265000 0.000000
-12.752800 14.265000 0.000000
-12.747800 14.265000 0.000000
-12.742800 14.265000 0.000000
-12.737800 14.265000 0.000000
-12.732800 14.265000 0.000000
-12.727800 14.265000 0.000000
-12.722800 14.265000 0.000000
-12.717800 14.265000 0.000000
-12.712800 14.265000 0.000000
-12.707800 14.265000 0.000000
-12.702800 14.265000 0.000000
-12.697800 14.265000 0.000000
-12.692800 14.265000 0.000000
-12.687800 14.265000 0.000000
-12.682800 14.265000 0.000000
-12.677800 14.265000 0.000000
-12.672800 14.265000 0.000000
-12.667800 14.265000 0.000000
-12.662800 14.265000 0.000000
-12.657800 14.265000 0.000000
-12.652800 14.265000 0.000000
-12.647800 14.265000 0.000000
-12.642800 14.265000 0.000000
-12.637800 14.265000 0.000000
-12.632800 14.265000 0.000000
-12.627800 14.265000 0.000000
-12.622800 14.265000 0.000000
-12.617800 14.265000 0.000000
-12.612800 14.265000 0.000000
-12.607800 14.265000 0.000000
-12.602800 14.265000 0.000000
-12.597800 14.265000 0.000000
-12.592800 14.265000 0.000000
